Taxon	16	1	15	13	18	6	2	3	11	17	10	12	5
k__Archaea; p__Euryarchaeota	8.2115289867e-05	1.22648220374e-05	8.16882232811e-05	1.26329619243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
k__Bacteria; p__Acidobacteria	0.0	0.0	2.72294077604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria	0.0189823178409	0.0227389800574	0.0200816882233	0.0561156168675	0.140152110022	0.0426421404682	0.0374331550802	0.013698630137	0.0344827586207	0.0	0.0509554140127	0.044	0.03125
k__Bacteria; p__Bacteroidetes	0.343830404555	0.236796919077	0.317031994554	0.162384092574	0.00782985215265	0.178929765886	0.144385026738	0.171232876712	0.183908045977	0.333333333333	0.108280254777	0.176	0.15625
k__Bacteria; p__Chlamydiae	0.0	0.0	1.36147038802e-05	2.52659238485e-05	6.73053193637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Chlorobi	0.0	1.22648220374e-05	0.0	7.57977715455e-05	0.0	0.0	0.0	0.0616438356164	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Chloroflexi	0.0	0.0	0.0	0.0	4.48702129092e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Cyanobacteria	4.10576449335e-05	0.000220766796674	8.16882232811e-05	0.000164228505015	0.00112175532273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes	0.356051896863	0.657271812986	0.328073519401	0.32287324086	0.0154802234537	0.600334448161	0.700534759358	0.520547945205	0.708812260536	0.333333333333	0.458598726115	0.704	0.63125
k__Bacteria; p__Fusobacteria	1.36858816445e-05	0.00186425294969	0.0	0.331880542712	6.73053193637e-05	0.00585284280936	0.0	0.00684931506849	0.0	0.0	0.0191082802548	0.02	0.0
k__Bacteria; p__Planctomycetes	5.4743526578e-05	2.45296440749e-05	0.0	3.78988857728e-05	0.000403831916182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria	0.0507746209011	0.0626241813231	0.0942273655548	0.113684024356	0.834675700536	0.165551839465	0.096256684492	0.219178082192	0.0613026819923	0.166666666667	0.350318471338	0.036	0.05625
k__Bacteria; p__SR1	0.0	0.0	0.0	0.00351196341494	0.0	0.0	0.0	0.0	0.0	0.0	0.00636942675159	0.0	0.0
k__Bacteria; p__Spirochaetes	0.0	0.0	0.0	0.000138962581167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Synergistetes	1.36858816445e-05	1.22648220374e-05	4.08441116406e-05	1.26329619243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__TM6	6.84294082225e-05	2.45296440749e-05	0.0	0.0	2.24351064546e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__TM7	0.0	2.45296440749e-05	0.0	0.0089567700043	2.24351064546e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Tenericutes	0.0	0.000551916991684	1.36147038802e-05	0.0	4.48702129092e-05	0.000836120401338	0.00534759358289	0.0	0.0	0.0	0.0	0.004	0.0
k__Bacteria; p__Verrucomicrobia	0.230087042207	0.0178207864204	0.240326752893	0.000126329619243	6.73053193637e-05	0.00585284280936	0.0160427807487	0.00684931506849	0.0114942528736	0.166666666667	0.00636942675159	0.012	0.125
