Taxon	16	1	15	13	18	6	2	3	11	17	10	12	5
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales	8.2115289867e-05	1.22648220374e-05	8.16882232811e-05	1.26329619243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales	0.0	0.0	2.72294077604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.0102096677068	0.0118232884441	0.0134921715453	0.0347659112155	0.13965853768	0.0284280936455	0.00534759358289	0.00684931506849	0.0229885057471	0.0	0.0127388535032	0.012	0.00625
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales	1.36858816445e-05	0.000110383398337	5.44588155208e-05	0.00629121503828	0.000358961703273	0.00836120401338	0.0213903743316	0.00684931506849	0.0	0.0	0.0254777070064	0.028	0.01875
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales	0.00875896425248	0.010805308215	0.00650782845473	0.0150332246899	0.000134610638727	0.00585284280936	0.0106951871658	0.0	0.0114942528736	0.0	0.0127388535032	0.004	0.00625
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales	0.0	0.0	2.72294077604e-05	2.52659238485e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.343693545738	0.236465768882	0.316718856365	0.160956567877	0.00403831916182	0.178929765886	0.144385026738	0.164383561644	0.183908045977	0.333333333333	0.101910828025	0.176	0.15625
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales	0.0	0.0	0.0	0.0	0.000336526596819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales	0.0	0.0	0.0	0.00116223249703	6.73053193637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales	0.0	4.90592881497e-05	8.16882232811e-05	3.78988857728e-05	0.000224351064546	0.0	0.0	0.00684931506849	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]	0.000136858816445	0.000282090906861	0.000231449965963	0.000227393314637	0.0031633500101	0.0	0.0	0.0	0.0	0.0	0.00636942675159	0.0	0.0
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales	0.0	0.0	1.36147038802e-05	2.52659238485e-05	6.73053193637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales	0.0	1.22648220374e-05	0.0	7.57977715455e-05	0.0	0.0	0.0	0.0616438356164	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031	0.0	0.0	0.0	0.0	4.48702129092e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12	4.10576449335e-05	4.90592881497e-05	8.16882232811e-05	0.000164228505015	0.00112175532273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta	0.0	0.000171707508524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.000369518804401	0.000183972330561	0.000122532334922	0.000341089971955	0.000381396809728	0.00836120401338	0.0106951871658	0.0	0.00383141762452	0.0	0.0	0.008	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales	0.0	0.00126327666986	1.36147038802e-05	0.00941155663357	0.000157045745182	0.00250836120401	0.0	0.00684931506849	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.0664312695024	0.0234258100915	0.0508236895848	0.0804214356098	0.00863751598501	0.129598662207	0.112299465241	0.0547945205479	0.275862068966	0.166666666667	0.0382165605096	0.212	0.08125
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales	1.36858816445e-05	1.22648220374e-05	0.0	0.0	0.0	0.0	0.00534759358289	0.0	0.0	0.0	0.0	0.008	0.00625
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.286609733399	0.575232418378	0.274840027229	0.218373379823	0.00616965427501	0.426421404682	0.566844919786	0.41095890411	0.406130268199	0.166666666667	0.40127388535	0.444	0.53125
